time,open,high,low,close,volume,close_time,qav,trades,tbb,tbq,ign
2026-04-04 06:30:00,66955.96,66955.97,66925.92,66940.86,25.29435000,2026-04-04 06:34:59.999,1693350.39408540,2476,8.82674000,590837.45200510,0
2026-04-04 06:35:00,66940.86,66940.86,66916.75,66916.75,11.23998000,2026-04-04 06:39:59.999,752363.31751850,2850,6.48335000,433965.82330680,0
2026-04-04 06:40:00,66916.76,66966.96,66916.75,66966.95,17.01584000,2026-04-04 06:44:59.999,1139028.21761150,4712,13.36552000,894750.20520960,0
2026-04-04 06:45:00,66966.95,67003.04,66966.95,67002.71,29.62719000,2026-04-04 06:49:59.999,1984627.09094760,3673,27.43229000,1837606.39952940,0
2026-04-04 06:50:00,67002.72,67049.94,66987.36,67049.36,39.63128000,2026-04-04 06:54:59.999,2655988.82684030,7144,27.64319000,1852588.70194400,0
2026-04-04 06:55:00,67049.35,67049.36,67013.24,67013.24,16.81550000,2026-04-04 06:59:59.999,1127217.79052070,3112,11.10016000,744111.14735990,0
2026-04-04 07:00:00,67013.25,67033.04,67006.24,67009.98,12.75559000,2026-04-04 07:04:59.999,854852.46934880,3565,5.45038000,365265.44170770,0
2026-04-04 07:05:00,67009.99,67017.46,66992.0,66992.01,12.05189000,2026-04-04 07:09:59.999,807518.23612550,3680,5.20694000,348884.00702940,0
2026-04-04 07:10:00,66992.0,67020.24,66987.62,67002.92,127.02858000,2026-04-04 07:14:59.999,8512338.21320180,3223,49.17876000,3295091.27069500,0
2026-04-04 07:15:00,67002.92,67012.03,66971.31,66971.31,20.26861000,2026-04-04 07:19:59.999,1358001.23922840,4254,5.65043000,378598.76936790,0
2026-04-04 07:20:00,66971.32,66971.32,66948.4,66953.52,9.84167000,2026-04-04 07:24:59.999,658909.40183670,2566,3.78095000,253134.82487370,0
2026-04-04 07:25:00,66953.52,66968.56,66943.34,66967.37,140.13703000,2026-04-04 07:29:59.999,9382068.09984730,4847,85.23581000,5706306.11311280,0
2026-04-04 07:30:00,66967.37,66974.29,66967.36,66974.28,8.98925000,2026-04-04 07:34:59.999,602012.46097850,2727,2.78259000,186351.77567330,0
2026-04-04 07:35:00,66974.29,66974.29,66962.59,66973.35,7.95848000,2026-04-04 07:39:59.999,532979.87807610,2267,2.81750000,188681.10090730,0
2026-04-04 07:40:00,66973.36,67005.3,66965.03,66966.02,115.84918000,2026-04-04 07:44:59.999,7759781.34436450,3078,39.49607000,2645345.82266820,0
2026-04-04 07:45:00,66966.02,67000.08,66951.64,66986.64,79.29443000,2026-04-04 07:49:59.999,5311365.35011230,4862,45.70527000,3061078.88917970,0
2026-04-04 07:50:00,66986.64,66995.04,66973.41,66995.03,34.04692000,2026-04-04 07:54:59.999,2280637.74147970,4208,26.02579000,1743351.69590630,0
2026-04-04 07:55:00,66995.03,67052.99,66995.03,67014.96,96.21789000,2026-04-04 07:59:59.999,6448709.55298190,6374,80.03358000,5363804.21125060,0
2026-04-04 08:00:00,67014.95,67034.01,67010.05,67016.74,37.38579000,2026-04-04 08:04:59.999,2505611.94695560,4031,25.03357000,1677716.43686960,0
2026-04-04 08:05:00,67016.73,67053.0,66993.71,66993.71,68.87613000,2026-04-04 08:09:59.999,4615738.49847710,5045,25.03458000,1677753.48282090,0
2026-04-04 08:10:00,66993.71,67020.51,66993.71,67001.23,29.81245000,2026-04-04 08:14:59.999,1997652.24173820,5249,8.94578000,599447.98901290,0
2026-04-04 08:15:00,67001.23,67007.47,67000.75,67007.47,16.29592000,2026-04-04 08:19:59.999,1091876.63660850,1973,2.77294000,185797.52757820,0
2026-04-04 08:20:00,67007.46,67057.42,67001.23,67033.15,64.56547000,2026-04-04 08:24:59.999,4327162.47918620,7910,47.08204000,3155283.57902840,0
2026-04-04 08:25:00,67033.15,67053.79,67024.6,67051.99,15.10112000,2026-04-04 08:29:59.999,1012482.77619360,3328,4.76984000,319775.42119710,0
2026-04-04 08:30:00,67051.99,67051.99,66964.31,66964.32,58.71459000,2026-04-04 08:34:59.999,3934730.92623020,6935,3.46347000,232094.44237840,0
2026-04-04 08:35:00,66964.32,66984.81,66964.31,66976.2,34.23888000,2026-04-04 08:39:59.999,2293098.98160290,4315,17.92252000,1200356.60576610,0
2026-04-04 08:40:00,66976.19,66980.13,66965.38,66980.12,20.75914000,2026-04-04 08:44:59.999,1390274.14865370,4727,16.43424000,1100616.64536570,0
2026-04-04 08:45:00,66980.13,66980.13,66969.4,66969.41,22.76972000,2026-04-04 08:49:59.999,1524907.17457080,1533,7.23892000,484789.79941920,0
2026-04-04 08:50:00,66969.4,66969.41,66918.0,66921.07,17.90375000,2026-04-04 08:54:59.999,1198517.04719830,5590,4.80632000,321696.09988510,0
2026-04-04 08:55:00,66921.08,66940.0,66921.07,66940.0,11.76888000,2026-04-04 08:59:59.999,787708.01312570,4227,6.02268000,403104.99330590,0
2026-04-04 09:00:00,66940.0,66956.0,66918.0,66926.21,29.43608000,2026-04-04 09:04:59.999,1970488.09128500,6864,10.20256000,682891.76102240,0
2026-04-04 09:05:00,66926.22,66975.31,66926.22,66975.3,6.86881000,2026-04-04 09:09:59.999,459913.38137710,2407,6.08609000,407505.56516730,0
2026-04-04 09:10:00,66975.31,66990.39,66975.3,66983.71,8.24949000,2026-04-04 09:14:59.999,552602.70463910,2707,2.53544000,169834.72036360,0
2026-04-04 09:15:00,66983.71,66994.52,66963.97,66990.01,58.19478000,2026-04-04 09:19:59.999,3897819.35832760,5347,51.22731000,3431156.74843020,0
2026-04-04 09:20:00,66990.0,66990.0,66957.57,66965.9,58.44508000,2026-04-04 09:24:59.999,3914157.01208900,7556,8.01967000,537066.59880980,0
2026-04-04 09:25:00,66965.9,66977.48,66945.68,66977.48,44.17309000,2026-04-04 09:29:59.999,2958041.63521430,4438,36.47339000,2442445.41030460,0
2026-04-04 09:30:00,66977.49,66980.3,66964.17,66968.28,43.98169000,2026-04-04 09:34:59.999,2945426.33750340,4257,8.54004000,571935.19793900,0
2026-04-04 09:35:00,66968.28,66976.07,66968.27,66976.06,5.12826000,2026-04-04 09:39:59.999,343455.06308280,1871,3.09210000,207086.59190810,0
2026-04-04 09:40:00,66976.06,66976.07,66963.96,66963.96,7.16612000,2026-04-04 09:44:59.999,479919.24870320,2304,3.56662000,238855.74963790,0
2026-04-04 09:45:00,66963.97,66986.64,66963.96,66986.63,4.55829000,2026-04-04 09:49:59.999,305280.21822830,1663,3.73709000,250284.14942100,0
2026-04-04 09:50:00,66986.63,66986.63,66983.28,66983.28,7.41166000,2026-04-04 09:54:59.999,496462.05378340,2360,3.26726000,218851.82408540,0
2026-04-04 09:55:00,66983.28,66988.06,66972.82,66988.05,21.47993000,2026-04-04 09:59:59.999,1438731.67823000,3313,15.58959000,1044207.18837020,0
2026-04-04 10:00:00,66988.06,67015.46,66971.53,66971.53,49.18745000,2026-04-04 10:04:59.999,3295291.06916130,5008,17.07704000,1144186.04401660,0
2026-04-04 10:05:00,66971.53,66990.78,66964.3,66964.3,24.19592000,2026-04-04 10:09:59.999,1620515.02117350,2748,17.22652000,1153785.30237400,0
